Fecha,Moneda,Tasa de cambio vs USD,Media Movil (7d),Desviacion Std (7d)
2012-01-20,GBP,73.8576,28.4378,27.16855459442036
2012-01-20,CAD,97.7844,61.00849999999999,39.81331605945428
2012-01-20,INR,87.6273,72.19734285714286,19.771288293116474
2012-01-20,JPY,49.6467,44.60025714285714,32.82427678278468
2012-01-21,AUD,59.5314,42.2173,18.092773171720598
2012-01-21,GBP,64.7157,36.401542857142864,28.641185595680046
2012-01-21,CAD,87.6128,63.520799999999994,41.01398156344573
2012-01-21,INR,10.9341,67.7138,29.055038365603085
2012-01-21,JPY,59.6218,41.32555714285714,29.369483207679885
2012-01-22,AUD,90.1585,45.75994285714286,24.627263048354695
2012-01-22,GBP,85.7293,46.39924285714285,32.22002075298613
2012-01-22,CAD,39.8944,59.37884285714285,41.83736031144322
2012-01-22,INR,86.2367,66.4963,27.88798889026123
2012-01-22,JPY,5.377,36.36411428571429,32.38801727899938
2012-01-23,AUD,20.25,45.83662857142857,24.53329614263808
2012-01-23,GBP,3.8949,45.80582857142857,33.07107531442515
2012-01-23,CAD,5.5815,47.41709999999999,43.777208088303986
2012-01-23,INR,20.3677,61.93098571428571,32.78100070764714
2012-01-23,JPY,22.741,26.480357142857144,21.24618800670347
2012-01-24,AUD,10.9739,41.035557142857144,27.880034536017412
2012-01-24,GBP,43.4937,46.40137142857143,32.97230388026261
2012-01-24,CAD,27.1186,50.278085714285716,41.28611193110943
2012-01-24,INR,41.4659,57.86742857142857,33.38442467442537
2012-01-24,JPY,39.8727,28.857328571428575,21.74729270474176
2012-01-25,AUD,9.8471,36.74362857142857,30.293680117680992
2012-01-25,GBP,16.4313,48.57478571428572,29.851255525824957
2012-01-25,CAD,87.2963,49.7192,40.66145007444604
2012-01-25,INR,23.9275,51.42112857142856,35.17354223492967
2012-01-25,JPY,97.4313,42.45634285714285,30.3780284215888
2012-01-26,AUD,77.9161,45.27005714285714,32.5315260697915
2012-01-26,GBP,7.3601,42.2118,33.54290348558593
2012-01-26,CAD,87.4769,61.82355714285715,36.773434409224336
2012-01-26,INR,51.1221,45.95447142857143,31.01728280543576
2012-01-26,JPY,50.3597,46.43574285714286,29.12748236155774
2012-01-27,AUD,75.0377,49.1021,34.45881250967112
2012-01-27,GBP,73.5991,42.17487142857143,33.502374649852015
2012-01-27,CAD,23.3608,51.19161428571429,35.3757140684316
2012-01-27,INR,78.367,44.631571428571434,29.080715007756957
2012-01-27,JPY,78.1175,50.50299999999999,31.538565803261676
2012-01-28,AUD,91.6605,53.69197142857143,38.033838511283356
2012-01-28,GBP,84.8368,45.04931428571428,36.48874001581074
2012-01-28,CAD,92.6731,51.91451428571428,36.2840637021925
2012-01-28,INR,29.4631,47.27857142857143,26.20319507863588
2012-01-28,JPY,27.628,45.93245714285714,32.305755098891034
2012-01-29,AUD,68.9948,50.66858571428571,35.402024564066416
2012-01-29,GBP,98.5462,46.8803,39.09850139979792
2012-01-29,CAD,53.07,53.79674285714285,35.89626763675473
2012-01-29,INR,24.0313,38.39208571428571,20.77481264499783
2012-01-29,JPY,42.291,51.205885714285714,27.19014110184233
2012-01-30,AUD,54.3524,55.54035714285715,32.76675421896698
2012-01-30,GBP,71.6579,56.56072857142857,34.83859650247668
2012-01-30,CAD,14.9902,55.14084285714285,33.91126674272418
2012-01-30,INR,98.1165,49.49905714285715,28.775367138686352
2012-01-30,JPY,58.7238,56.34628571428571,24.142376195494148
2012-01-31,AUD,92.5132,67.18882857142857,28.49846455686776
2012-01-31,GBP,58.805,58.74805714285714,34.35880651831284
2012-01-31,CAD,87.6535,63.78868571428571,33.28707093789963
2012-01-31,INR,31.0259,48.007628571428576,29.521985961466882
2012-01-31,JPY,84.4396,62.71298571428571,24.937378802474328
2012-02-01,AUD,61.0205,74.49931428571428,14.42709791069439
2012-02-01,GBP,29.8046,60.65852857142857,31.89731436164672
2012-02-01,CAD,7.7476,52.424585714285705,37.26519941962961
2012-02-01,INR,53.747,52.26755714285714,27.554022038525044
2012-02-01,JPY,9.6424,50.17171428571429,26.58752360014177
2012-02-02,AUD,10.5833,64.88034285714285,27.91283188456862
2012-02-02,GBP,13.591,61.548657142857145,30.20407101820642
2012-02-02,CAD,88.0901,52.51218571428571,37.36192576868547
2012-02-02,INR,48.3437,51.87064285714286,27.593255755580152
2012-02-02,JPY,99.6127,57.207857142857144,32.50436650861221
2012-02-03,AUD,12.1569,55.897371428571425,33.63155808580756
2012-02-03,GBP,77.4933,62.104971428571424,30.497452079734696
2012-02-03,CAD,49.2122,56.205242857142856,35.216229454843564
2012-02-03,INR,13.4844,42.6017,28.10213564298391
2012-02-03,JPY,31.553,50.55578571428571,32.27592292336134
2012-02-04,AUD,79.1642,54.112185714285715,31.692601465716915
2012-02-04,GBP,67.9508,59.69268571428571,29.03237079838231
2012-02-04,CAD,86.297,55.294371428571424,34.18308143447157
2012-02-04,INR,58.8538,46.80037142857143,28.00739848169374
2012-02-04,JPY,57.6014,54.83769999999999,30.67579120571574
2012-02-05,AUD,38.5673,49.7654,31.396431239765665
2012-02-05,GBP,83.9177,57.6029,26.153255500096606
2012-02-05,CAD,68.3589,57.4785,34.50420141895767
2012-02-05,INR,57.3423,51.55908571428572,26.269977575769428
2012-02-05,JPY,32.2769,53.40711428571428,31.57865572378642
2012-02-06,AUD,5.2534,42.75125714285714,35.426697894895455
2012-02-06,GBP,96.6308,61.17045714285714,29.834259795178266
2012-02-06,CAD,7.1467,56.358,36.19964388857991
2012-02-06,INR,32.4027,42.1714,16.946701341559066
2012-02-06,JPY,45.2396,51.480799999999995,31.611536183962972
2012-02-07,AUD,60.8411,38.22667142857142,29.546556113175818
2012-02-07,GBP,88.5706,65.42268571428572,31.5148130553675
2012-02-07,CAD,75.6057,54.63688571428572,34.71986775202487
2012-02-07,INR,99.1364,51.901471428571426,26.398273753139886
2012-02-07,JPY,5.509,40.205,31.970959629482504
2012-02-08,AUD,0.7869,29.62187142857143,30.555615008522526
2012-02-08,GBP,56.7309,69.2693,27.875989280502075
2012-02-08,CAD,54.2077,61.27404285714285,28.065493051423918
2012-02-08,INR,92.3349,57.41402857142857,30.550371818343677
2012-02-08,JPY,94.1474,52.277142857142856,34.371517095402176
2012-02-09,AUD,59.3214,36.58445714285715,31.043317176211318
2012-02-09,GBP,95.9178,81.03027142857142,14.74364828750719
2012-02-09,CAD,15.7127,50.93441428571428,29.817251747404498
2012-02-09,INR,8.7178,51.75318571428571,35.741402539978225
2012-02-09,JPY,71.0156,48.19184285714285,29.103419610294207
2012-02-10,AUD,37.5781,40.216057142857146,29.1378545196712
2012-02-10,GBP,21.6224,73.04871428571428,27.003392468257793
2012-02-10,CAD,82.1372,55.63798571428571,32.01612545683965
2012-02-10,INR,31.5738,54.33738571428571,33.06722484431921
2012-02-10,JPY,21.3045,46.72777142857143,30.312615020632048
2012-02-11,AUD,58.9094,37.32251428571429,25.39016377572415
2012-02-11,GBP,96.4534,77.1205142857143,28.227743224850524
2012-02-11,CAD,98.4396,57.37264285714286,34.20802419578665
2012-02-11,INR,17.0328,48.36295714285715,35.78180565002541
2012-02-11,JPY,39.963,44.208000000000006,29.98946863522816
2012-02-12,AUD,67.9525,41.5204,27.93221951271804
2012-02-12,GBP,40.8752,70.97158571428571,31.047513967596426
2012-02-12,CAD,7.7948,48.72062857142857,38.37185755696983
2012-02-12,INR,27.5915,44.11284285714286,36.30061116808077
2012-02-12,JPY,19.0331,42.31602857142857,31.258537302456233
2012-02-13,AUD,18.79,43.4542,25.352357022309906
2012-02-13,GBP,29.4796,61.37855714285714,32.152488141037
2012-02-13,CAD,8.0149,48.844657142857145,38.21616986367846
2012-02-13,INR,92.36,52.67817142857143,39.96563727948942
2012-02-13,JPY,60.4987,44.4959,32.01920340462372
2012-02-14,AUD,49.9472,41.89792857142857,24.424553669051573
2012-02-14,GBP,66.3508,58.204299999999996,30.048515236142162
2012-02-14,CAD,96.2966,51.8005,41.306230868639354
2012-02-14,INR,32.3532,43.137714285714296,34.643681922895574
2012-02-14,JPY,49.8566,50.831271428571426,27.015972235310137
2012-02-15,AUD,55.0177,49.64518571428572,16.53896767772287
2012-02-15,GBP,3.7323,50.63307142857143,36.47200517578355
2012-02-15,CAD,66.7032,53.58557142857143,41.6957606695099
2012-02-15,INR,53.5707,37.59997142857143,27.91333647826872
2012-02-15,JPY,57.6951,45.62380000000001,19.833378315355162
2012-02-16,AUD,59.9896,49.74064285714286,16.605916167725397
2012-02-16,GBP,94.9393,50.49328571428571,36.2708363964048
2012-02-16,CAD,51.3308,58.673871428571424,38.34212820683078
2012-02-16,INR,15.0909,38.51041428571428,26.899821086358454
2012-02-16,JPY,32.5074,40.12262857142857,16.7114412131045
2012-02-17,AUD,87.6538,56.89431428571429,20.759711149437884
2012-02-17,GBP,88.2691,60.014242857142854,36.17638540534683
2012-02-17,CAD,53.0911,54.524428571428565,36.92521087634276
2012-02-17,INR,23.1455,37.30637142857143,27.44515192681057
2012-02-17,JPY,68.4917,46.86365714285714,17.360038363519173
2012-02-18,AUD,16.8351,50.8837,25.60462631426855
2012-02-18,GBP,50.7038,53.478585714285714,32.43520114235093
2012-02-18,CAD,62.4323,49.38052857142856,31.962481620472605
2012-02-18,INR,55.0379,42.73567142857143,26.50932698534073
2012-02-18,JPY,56.7403,49.26041428571428,17.406624617314403
2012-02-19,AUD,75.2874,51.93154285714286,26.55212530676576
2012-02-19,GBP,76.6727,58.59251428571429,32.935060818901825
2012-02-19,CAD,14.0096,50.26835714285714,30.675216593142288
2012-02-19,INR,58.7398,47.185428571428574,26.155465763884123
2012-02-19,JPY,87.6341,59.06055714285714,16.85473775944097
2012-02-20,AUD,24.6212,52.76457142857142,25.4057984118268
2012-02-20,GBP,96.2981,68.13801428571428,32.77357373191743
2012-02-20,CAD,44.3406,55.45774285714286,24.85655203293875
2012-02-20,INR,27.7759,37.95912857142857,17.534565624000518
2012-02-20,JPY,29.1448,54.58142857142857,20.23585609289565
2012-02-21,AUD,12.5899,47.427814285714284,29.663185271389214
2012-02-21,GBP,49.0338,65.66415714285715,33.57474223131912
2012-02-21,CAD,49.098,48.715085714285706,17.134172350639822
2012-02-21,INR,79.6916,44.721757142857136,23.219268829132496
2012-02-21,JPY,87.1951,59.9155,23.44888257415837
2012-02-22,AUD,66.3373,49.0449,30.444169896276257
2012-02-22,GBP,35.726,70.23468571428572,24.759140061091806
2012-02-22,CAD,95.7295,52.86169999999999,24.248371758670068
2012-02-22,INR,89.7412,49.88897142857143,28.856981797923957
2012-02-22,JPY,54.2827,59.42801428571429,23.53803775200395
2012-02-23,AUD,75.545,51.267100000000006,31.90868877510743
2012-02-23,GBP,55.5829,64.61234285714286,22.587503117790384
2012-02-23,CAD,21.49,48.59872857142857,27.02631626752678
2012-02-23,INR,97.6567,61.68408571428572,29.135686770547032
2012-02-23,JPY,47.0595,61.506885714285715,21.300407095047817
2012-02-24,AUD,43.6935,44.98705714285715,27.58707858200146
2012-02-24,GBP,39.1585,57.596542857142865,21.62127653021882
2012-02-24,CAD,69.0076,50.872514285714274,28.11488498870477
2012-02-24,INR,48.2949,65.27685714285714,24.82277556672886
2012-02-24,JPY,61.5492,60.515100000000004,21.08147979491323
2012-02-25,AUD,65.6738,51.96401428571429,25.36711963148547
2012-02-25,GBP,23.1832,53.66502857142858,25.276630258120157
2012-02-25,CAD,76.662,52.90532857142857,29.566938568200055
2012-02-25,INR,72.9669,67.83814285714286,24.513262890447514
2012-02-25,JPY,49.6474,59.501828571428575,21.46020929299267
2012-02-26,AUD,42.2668,47.246785714285714,23.29246829752975
2012-02-26,GBP,4.4948,43.3539,28.802693883038135
2012-02-26,CAD,75.215,61.648957142857135,24.815685871900815
2012-02-26,INR,20.0429,62.31001428571428,30.53163469727908
2012-02-26,JPY,12.3104,48.74129999999999,23.763862292424893
2012-02-27,AUD,82.7363,55.54894285714287,24.22238041941496
2012-02-27,GBP,79.0939,40.89615714285714,23.83815861253115
2012-02-27,CAD,27.8692,59.2959,27.378958502166117
2012-02-27,INR,20.2741,61.23832857142857,32.040229327556034
2012-02-27,JPY,11.3243,46.19551428571429,26.95356750892348
2012-02-28,AUD,47.5518,60.543499999999995,16.1461966749655
2012-02-28,GBP,71.5162,44.107928571428566,26.484914887391714
2012-02-28,CAD,6.922,53.270757142857136,33.868756555359276
2012-02-28,INR,56.0077,57.854914285714294,31.000434339453417
2012-02-28,JPY,45.3592,40.21895714285714,20.119093562323418
2012-02-29,AUD,6.7872,52.03634285714286,25.54005878052862
2012-02-29,GBP,1.9166,39.278014285714285,30.97111362637931
2012-02-29,CAD,70.5978,49.68051428571429,29.692335392568296
2012-02-29,INR,54.5561,52.828471428571426,27.638899640043228
2012-02-29,JPY,77.0665,43.47378571428572,24.202144336361922
2012-03-01,AUD,50.3124,48.43168571428571,23.356397273440134
2012-03-01,GBP,82.6006,43.137685714285716,34.78979008657709
2012-03-01,CAD,39.7717,52.292185714285715,27.524360112721304
2012-03-01,INR,79.8553,50.28541428571428,23.306158156978512
2012-03-01,JPY,13.1089,38.62369999999999,26.642598597984637
2012-03-02,AUD,77.2484,53.22524285714286,25.561145805555295
2012-03-02,GBP,82.4322,49.31964285714285,37.68882624155589
2012-03-02,CAD,90.7773,55.40214285714285,30.766698746418317
2012-03-02,INR,14.6137,45.47381428571429,26.97378554346354
2012-03-02,JPY,70.4168,39.890499999999996,28.08605093280292
2012-03-03,AUD,84.1413,55.86345714285714,27.905638144041617
2012-03-03,GBP,55.0503,53.87208571428572,35.88718289094445
2012-03-03,CAD,90.2274,57.34005714285714,32.69573605583545
2012-03-03,INR,23.0458,38.34222857142857,25.022123871933452
2012-03-03,JPY,26.4416,36.57538571428571,28.111988772611376
2012-03-04,AUD,70.323,59.87148571428571,27.640872768204975
2012-03-04,GBP,46.4172,59.861,29.136828617576075
2012-03-04,CAD,40.9429,52.444042857142854,32.1341547952153
2012-03-04,INR,21.9767,38.61848571428572,24.7960715019153
2012-03-04,JPY,44.7744,41.2131,26.04348614490771
2012-03-05,AUD,87.6409,60.57214285714286,28.369617782518514
2012-03-05,GBP,25.8072,52.24861428571428,30.215466871368427
2012-03-05,CAD,4.0122,49.035900000000005,36.18479391346594
2012-03-05,INR,93.4528,49.072585714285715,30.535059248478557
2012-03-05,JPY,19.3629,42.36147142857143,24.64561691766674
2012-03-06,AUD,41.8403,59.756214285714286,28.883973963164454
2012-03-06,GBP,17.6202,44.54918571428571,31.333596037715875
2012-03-06,CAD,15.0057,50.190714285714286,34.71592965279911
2012-03-06,INR,64.6326,50.30471428571429,31.031517066117836
2012-03-06,JPY,68.6405,45.68737142857143,26.61017440101401
2012-03-07,AUD,22.7536,62.03712857142857,24.265073360539866
2012-03-07,GBP,31.6589,48.79808571428571,26.182104214420267
2012-03-07,CAD,43.5516,46.32697142857142,33.55171073391613
2012-03-07,INR,62.0821,51.37985714285714,31.332281854282353
2012-03-07,JPY,60.9881,43.390457142857144,24.017841174764033
2012-03-08,AUD,39.1818,60.447042857142854,25.494969723251764
2012-03-08,GBP,38.527,42.50185714285714,21.59630854535545
2012-03-08,CAD,10.2411,42.10831428571428,36.26049920521545
2012-03-08,INR,61.0338,48.691071428571426,29.2176091413902
2012-03-08,JPY,32.0087,46.09042857142857,20.907267240660158
2012-03-09,AUD,17.5417,51.91751428571428,28.720706024947027
2012-03-09,GBP,66.1656,40.17805714285714,16.961443418123153
2012-03-09,CAD,71.3641,39.334999999999994,32.46109142260421
2012-03-09,INR,1.0776,46.75734285714286,32.14968216099278
2012-03-09,JPY,64.8592,45.296485714285716,19.911324073118852
2012-03-10,AUD,58.2493,48.21865714285714,25.348313760015476
2012-03-10,GBP,67.325,41.93158571428571,19.237083279820887
2012-03-10,CAD,82.7473,38.26641428571428,30.574861742965098
2012-03-10,INR,0.9679,43.60335714285714,35.74543049961572
2012-03-10,JPY,54.8396,49.35334285714286,18.253413579826415
2012-03-11,AUD,69.6965,48.129157142857146,25.258205768149686
2012-03-11,GBP,27.8274,39.2759,19.789858057180098
2012-03-11,CAD,64.2518,41.59625714285714,32.14393344623823
2012-03-11,INR,34.0302,45.32528571428572,34.80802728798961
2012-03-11,JPY,95.5349,56.60484285714285,24.975996411878988
2012-03-12,AUD,54.3088,43.36742857142857,18.912753638194697
2012-03-12,GBP,15.4119,37.79085714285714,21.301322501342337
2012-03-12,CAD,75.6301,51.82738571428571,29.47429362955845
2012-03-12,INR,8.8322,33.23662857142857,29.614553953234687
2012-03-12,JPY,3.9589,54.40427142857143,29.13628256388214
2012-03-13,AUD,87.7261,49.92254285714286,25.201608570410542
2012-03-13,GBP,5.2763,36.02744285714285,23.632786719785297
2012-03-13,CAD,67.9601,59.39229999999999,24.887200003549363
2012-03-13,INR,71.7758,34.257085714285715,30.968807473780707
2012-03-13,JPY,64.7434,53.847542857142855,28.85479601561686
2012-03-14,AUD,97.458,60.5946,27.492256641340553
2012-03-14,GBP,24.7638,35.04242857142857,23.986264682710623
2012-03-14,CAD,85.9487,65.44902857142857,25.540044445453002
2012-03-14,INR,75.51,36.175357142857145,33.30719486396582
2012-03-14,JPY,79.7255,56.52431428571429,30.45247907595423
2012-03-15,AUD,18.0511,57.57592857142858,31.151778438943865
2012-03-15,GBP,57.9967,37.823814285714285,25.53640849815739
2012-03-15,CAD,90.6279,76.93285714285715,9.803699814501508
2012-03-15,INR,2.6384,27.833157142857146,33.35629522163482
2012-03-15,JPY,69.9333,61.94211428571428,28.686345612005567
2012-03-16,AUD,28.4902,59.13999999999999,29.00780272225619
2012-03-16,GBP,23.6152,31.745185714285714,22.555962918884646
2012-03-16,CAD,70.8709,76.8624,9.852044619773082
2012-03-16,INR,17.2644,30.145557142857143,31.71293904879927
2012-03-16,JPY,1.075,52.83008571428571,36.63452676330663
2012-03-17,AUD,1.0587,50.96991428571429,36.409952100555714
2012-03-17,GBP,8.9375,23.404114285714286,17.415901805479386
2012-03-17,CAD,59.1908,73.4971857142857,11.407288805617304
2012-03-17,INR,68.4335,39.783500000000004,31.61925656131087
2012-03-17,JPY,17.7653,47.53375714285714,38.905172497148214
2012-03-18,AUD,60.362,49.63641428571429,35.77519246998906
2012-03-18,GBP,62.2367,28.319728571428573,22.873358681714965
2012-03-18,CAD,60.2269,72.92219999999999,12.035132552240544
2012-03-18,INR,57.6285,43.15468571428572,32.157045949549364
2012-03-18,JPY,35.4296,38.94728571428571,32.68022629865693
2012-03-19,AUD,19.7945,44.7058,37.36691570743652
2012-03-19,GBP,28.7865,30.230385714285713,22.163012680321675
2012-03-19,CAD,48.5515,69.05382857142857,15.005080844024622
2012-03-19,INR,23.0593,45.18712857142857,30.003692436193827
2012-03-19,JPY,99.6979,52.62428571428571,35.50824046093287
2012-03-20,AUD,61.9459,41.022914285714286,33.48942032579983
2012-03-20,GBP,16.86,31.8852,20.347345176869403
2012-03-20,CAD,6.0738,60.21292857142856,28.193001122661315
2012-03-20,INR,13.1077,36.805971428571425,29.528954949885733
2012-03-20,JPY,31.5777,47.88632857142858,35.832850425585484
2012-03-21,AUD,72.1322,37.40494285714286,27.143103420627057
2012-03-21,GBP,92.9788,41.6302,30.279380174413564
2012-03-21,CAD,63.5784,57.01717142857143,25.96978466960625
2012-03-21,INR,89.6322,38.82342857142857,32.903578191321095
2012-03-21,JPY,95.8348,50.18765714285714,38.62686737763658
2012-03-22,AUD,14.6761,36.9228,27.570788321337478
2012-03-22,GBP,33.1745,38.08417142857143,29.486328731335544
2012-03-22,CAD,55.6833,52.02508571428571,21.386249453595894
2012-03-22,INR,90.8706,51.42802857142858,33.623634841269734
2012-03-22,JPY,90.3763,53.10808571428572,41.06446878999853
2012-03-23,AUD,59.8235,41.39898571428571,28.501373826094092
2012-03-23,GBP,38.2291,40.17187142857143,28.800526393841896
2012-03-23,CAD,64.2246,51.07561428571428,20.540946728054283
2012-03-23,INR,96.0842,62.687999999999995,33.47338333940367
2012-03-23,JPY,80.6538,64.47648571428572,34.795556034903335
2012-03-24,AUD,92.653,54.48388571428571,27.91386433497571
2012-03-24,GBP,47.2575,45.64615714285714,25.3037133919021
2012-03-24,CAD,84.8955,54.747714285714274,24.204411294185547
2012-03-24,INR,1.834,53.173785714285714,40.330635552783306
2012-03-24,JPY,39.0969,67.52385714285715,30.717984717146734
2012-03-25,AUD,94.4933,59.359785714285714,31.819499081874767
2012-03-25,GBP,57.2863,44.93895714285714,24.827449053675632
2012-03-25,CAD,9.8236,47.547242857142855,29.269859933889776
2012-03-25,INR,98.8703,59.06547142857143,43.940687673184875
2012-03-25,JPY,12.8859,64.30332857142858,35.459436684128484
2012-03-26,AUD,83.8171,68.50587142857144,27.45321879153181
2012-03-26,GBP,88.2068,53.42757142857143,28.29965166273927
2012-03-26,CAD,2.6856,40.994971428571425,33.79196365166897
2012-03-26,INR,19.8809,58.61141428571428,44.38890116727486
2012-03-26,JPY,42.4806,56.12942857142856,32.40369630910003
2012-03-27,AUD,49.7885,66.76910000000001,28.308619050211565
2012-03-27,GBP,71.2054,61.191199999999995,23.671952861843337
2012-03-27,CAD,52.901,47.684571428571424,30.167286116736616
2012-03-27,INR,86.7627,69.13355714285714,40.35084824068581
2012-03-27,JPY,10.5559,53.12631428571428,35.84928048945236
2012-03-28,AUD,55.104,64.3365,28.50191921099351
2012-03-28,GBP,8.2139,49.08192857142858,26.24204556805196
2012-03-28,CAD,42.2904,44.643428571428565,29.36021786787438
2012-03-28,INR,17.4514,58.82201428571428,43.3507041806485
2012-03-28,JPY,14.0012,41.43580000000001,32.81541410089675
2012-03-29,AUD,99.9493,76.51838571428571,20.966179953473407
2012-03-29,GBP,85.1253,56.50347142857142,28.261849978060194
2012-03-29,CAD,2.5007,37.045914285714275,32.71648312020662
2012-03-29,INR,23.0051,49.12694285714286,42.570490464595196
2012-03-29,JPY,24.2075,31.983114285714286,24.957555054627456
2012-03-30,AUD,54.1949,75.7143,21.8043464307005
2012-03-30,GBP,26.3714,54.80951428571428,29.850448424740552
2012-03-30,CAD,66.0715,37.309757142857144,32.97859402717961
2012-03-30,INR,5.3533,36.16538571428571,39.599271912516635
2012-03-30,JPY,73.5789,30.972414285714287,22.699120635274845
2012-03-31,AUD,37.84,67.88387142857142,24.39573357896244
2012-03-31,GBP,64.8926,57.32881428571428,29.851027947874123
2012-03-31,CAD,60.3763,33.80701428571428,28.009831629592107
2012-03-31,INR,96.7262,49.72141428571428,42.05397488840695
2012-03-31,JPY,83.7089,37.345557142857146,30.337851698049686
2012-04-01,AUD,88.0871,66.9687,23.327940635426895
