CVE_ENTIDAD,ENTIDAD,CVE_MUNICIPIO,MUNICIPIO,CVE_LOCALIDAD,LOCALIDAD,INSTITUCION,NOMBRE_INSTITUCION,ESCUELA,NOMBRE_ESCUELA,CV_CONTROL,CONTROL,CV_SUBCONTROL,C_SUBCONTROL,DOMICILIO,MODALIDAD,ESCUELAS_TEC_ESC,ALUMNOS_TEC_ESC,TEC_HOM_ESC,TEC_MUJ_ESC,NI_TEC_TOTAL_ESC,NI_TEC_HOM_ESC,NI_TEC_MUJ_ESC,EGRE_TEC_TOTAL_ESC,EGRE_TEC_HOM_ESC,EGRE_TEC_MUJ_ESC,TITU_TEC_TOTAL_ESC,TITU_TEC_HOM_ESC,TITU_TEC_MUJ_ESC,DOC_TEC_TOTAL_ESC,DOC_TEC_HOMBRES_ESC,DOC_TEC_MUJERES_ESC,ESC_LIC_ESC,ALUMNOS_LIC_ESC,LIC_HOM_ESC,LIC_MUJ_ESC,NI_LIC_TOTAL_ESC,NI_LIC_HOM_ESC,NI_LIC_MUJ_ESC,EGRE_LIC_TOTAL_ESC,EGRE_LIC_HOM_ESC,EGRE_LIC_MUJ_ESC,TITU_LIC_TOTAL_ESC,TITU_LIC_HOM_ESC,TITU_LIC_MUJ_ESC,DOC_LIC_TOTAL_ESC,DOC_LIC_HOMBRES_ESC,DOC_LIC_MUJERES_ESC,ESC_NORMAL_ESC,ALUMNOS_LIC_ESC_NORMAL,NORMAL_HOM_ESC,NORMAL_MUJ_ESC,NI_NORMAL_TOTAL_ESC,NI_NORMAL_HOM_ESC,NI_NORMAL_MUJ_ESC,EGRE_NORMAL_TOTAL_ESC,EGRE_NORMAL_HOM_ESC,EGRE_NORMAL_MUJ_ESC,TITU_NORMAL_TOTAL_ESC,TITU_NORMAL_HOM_ESC,TITU_NORMAL_MUJ_ESC,DOC_NORMAL_TOTAL_ESC,DOC_NORMAL_HOMBRES_ESC,DOC_NORMAL_MUJERES_ESC,ESC_POS_ESC,ALUM_POS_ESC,POS_HOMBRES_ESC,POS_MUJERES_ESC,NI_POS_TOTALES_ESC,NI_POS_HOMBRES_ESC,NI_POS_MUJERES_ESC,EGRE_POS_TOTAL_ESC,EGRE_POS_HOMBRES_ESC,EGRE_POS_MUJERES_ESC,TITU_POS_TOTAL_ESC,TITU_POS_HOMBRES_ESC,TITU_POS_MUJERES_ESC,DOC_POS_TOTAL_ESC,DOC_POS_HOMBRES_ESC,DOC_POS_MUJERES_ESC
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0007H,INSTITUTO ESTATAL DE SEGURIDAD PUBLICA DE AGUASCALIENTES,01ESU0001E,INSTITUTO ESTATAL DE SEGURIDAD PUBLICA DE AGUASCALIENTES,1,P⁄BLICO,2,ESTATAL,CALLE LOS CONOS 105,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,11,11,0,0,0,0,0,0,0,0,0,19,16,3
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0013S,INSTITUTO CULTURAL DE AGUASCALIENTES,01ESU0003C,INSTITUTO CULTURAL DE AGUASCALIENTES,1,P⁄BLICO,2,ESTATAL,AVENIDA MANUEL GOMEZ MORIN 0,ESCOLARIZADA,1,129,70,59,46,26,20,5,2,3,0,0,0,0,0,0,1,299,91,208,75,16,59,50,16,34,20,10,10,128,78,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0050W,UNIVERSIDAD TECNOLOGICA DE AGUASCALIENTES,01EUT0001U,UNIVERSIDAD TECNOLOGICA DE AGUASCALIENTES,1,P⁄BLICO,2,ESTATAL,BOULEVARD JUAN PABLO II 1302,ESCOLARIZADA,1,3094,1790,1304,1546,831,715,968,531,437,291,169,122,0,0,0,1,1223,726,497,0,0,0,605,320,285,6,5,1,350,207,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,7,RINC”N DE ROMOS,1,RINC”N DE ROMOS,01MSU0006I,UNIVERSIDAD TECNOLOGICA DEL NORTE DE AGUASCALIENTES,01EUT0002T,UNIVERSIDAD TECNOLOGICA DEL NORTE DE AGUASCALIENTES,1,P⁄BLICO,2,ESTATAL,AVENIDA UNIVERSIDAD 1001,ESCOLARIZADA,1,1980,1139,841,1104,667,437,644,361,283,0,0,0,0,0,0,1,1175,682,493,0,0,0,364,172,192,0,0,0,200,121,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,3,CALVILLO,1,CALVILLO,01MSU0027V,UNIVERSIDAD TECNOLOGICA DE CALVILLO,01EUT0003S,UNIVERSIDAD TECNOLOGICA DE CALVILLO,1,P⁄BLICO,2,ESTATAL,CALLE CARRETERA CALVILLO-JALPA KILOMETRO 59 ENTRONQUE LOS TEPETATES 0,ESCOLARIZADA,1,317,133,184,162,73,89,104,46,58,0,0,0,0,0,0,1,103,26,77,61,13,48,37,8,29,0,0,0,39,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,10,EL LLANO,74,EL RETO—O,01MSU0031H,UNIVERSIDAD TECNOLOGICA EL RETO—O,01EUT0004R,UNIVERSIDAD TECNOLOGICA EL RETO—O,1,P⁄BLICO,2,ESTATAL,CALLE CARRETERA AGUASCALIENTES-SAN LUIS POTOSI KILOMETRO 68 0,ESCOLARIZADA,1,878,465,413,469,253,216,139,75,64,0,0,0,0,0,0,1,121,56,65,0,0,0,71,45,26,0,0,0,73,45,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0053T,UNIVERSIDAD TECNOL”GICA METROPOLITANA DE AGUASCALIENTES,01EUT0005Q,UNIVERSIDAD TECNOL”GICA METROPOLITANA DE AGUASCALIENTES,1,P⁄BLICO,2,ESTATAL,CALLE LA LUNA 6,ESCOLARIZADA,1,313,207,106,241,152,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0003L,INSTITUTO TECNOLOGICO DE ESTUDIOS SUPERIORES DE MONTERREY CAMPUS AGUASCALIENTES,01PSU0004H,INSTITUTO TECNOLOGICO DE ESTUDIOS SUPERIORES DE MONTERREY CAMPUS AGUASCALIENTES,2,PRIVADO,1,PRIVADO,CALLE CARRETERA LOS POCITOS JESUS MARIA KILOMETRO 1.5 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,573,291,282,208,112,96,75,42,33,75,42,33,105,61,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0008G,UNIVERSIDAD VILLASUNCION,01PSU0006F,UNIVERSIDAD VILLASUNCION,2,PRIVADO,1,PRIVADO,AVENIDA LAS AMERICAS 601,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,37,17,27,16,11,0,0,0,0,0,0,17,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0009F,UNIVERSIDAD DEL VALLE DE MEXICO,01PSU0007E,UNIVERSIDAD DEL VALLE DE MEXICO,2,PRIVADO,1,PRIVADO,BOULEVARD JUAN PABLO II 1144,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,540,272,268,129,67,62,72,31,41,36,16,20,101,62,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,3,2,1
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0010V,CENTRO DE ESTUDIOS SUPERIORES DEL ESTADO DE AGUASCALIENTES,01PSU0008D,CENTRO DE ESTUDIOS SUPERIORES DEL ESTADO DE AGUASCALIENTES,2,PRIVADO,1,PRIVADO,AVENIDA LAS AMERICAS 502,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0030I,UNIVERSIDAD PANAMERICANA CAMPUS BONATERRA,01PSU0011R,ESCUELA DE PEDAGOGIA DE LA UNIVERSIDAD BONATERRA,2,PRIVADO,1,PRIVADO,CALLE JOSE MARIA ESCRIVA DE BALAGUER 101,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,9,74,15,0,15,21,3,18,19,1,18,29,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,24,66,36,14,22,14,4,10,29,11,18,10,4,6
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0030I,UNIVERSIDAD PANAMERICANA CAMPUS BONATERRA,01PSU0012Q,ESCUELA DE DERECHO DE LA UNIVERSIDAD BONATERRA,2,PRIVADO,1,PRIVADO,CALLE JOSE MARIA ESCRIVA DE BALAGUER 101,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154,76,78,30,12,18,22,8,14,20,9,11,29,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,48,47,37,18,19,51,27,24,8,5,3,3,3,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0030I,UNIVERSIDAD PANAMERICANA CAMPUS BONATERRA,01PSU0013P,ESCUELA DE INGENIERIA DE LA UNIVERSIDAD BONATERRA,2,PRIVADO,1,PRIVADO,CALLE JOSE MARIA ESCRIVA DE BALAGUER 101,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,473,307,166,130,81,49,95,67,28,74,41,33,93,65,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109,76,33,100,70,30,85,60,25,61,38,23,10,6,4
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0030I,UNIVERSIDAD PANAMERICANA CAMPUS BONATERRA,01PSU0014O,ESCUELA DE CONTADURIA Y ADMINISTRACION DE LA U. BONATERRA,2,PRIVADO,1,PRIVADO,CALLE JOSE MARIA ESCRIVA DE BALAGUER 101,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,492,261,231,92,47,45,73,28,45,59,24,35,85,54,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101,57,44,38,29,9,85,39,46,44,23,21,12,11,1
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0008G,UNIVERSIDAD VILLASUNCION,01PSU0015N,CIENCIAS BIOMEDICAS,2,PRIVADO,1,PRIVADO,AVENIDA LAS AMERICAS 601,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,269,59,210,141,27,114,35,7,28,38,9,29,30,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0008G,UNIVERSIDAD VILLASUNCION,01PSU0016M,CIENCIAS JURIDICAS,2,PRIVADO,1,PRIVADO,AVENIDA LAS AMERICAS 601,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,330,134,196,92,34,58,82,33,49,91,36,55,36,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0015Q,UNIVERSIDAD DE ESTUDIOS AVANZADOS CAMPUS AGUASCALIENTES,01PSU0017L,UNIVERSIDAD DE ESTUDIOS AVANZADOS CAMPUS AGUASCALIENTES,2,PRIVADO,1,PRIVADO,AVENIDA HEROE DE NACOZARI 402,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,928,307,621,325,100,225,312,107,205,199,68,131,50,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,9,12,0,0,0,40,20,20,40,20,20,88,40,48
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0016P,INSTITUTO DE PSICOTERAPIAS HUMANISTAS S.C.,01PSU0018K,INSTITUTO DE PSICOTERAPIAS HUMANISTAS S.C.,2,PRIVADO,1,PRIVADO,AVENIDA FRANCISCO I. MADERO 612,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0017O,INSTITUTO ESCADIA,01PSU0019J,INSTITUTO ESCADIA,2,PRIVADO,1,PRIVADO,AVENIDA AGUASCALIENTES NORTE 1698,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,9,8,9,7,2,34,31,3
1,AGUASCALIENTES,5,JES⁄S MARÕA,245,EL LLANO,01MSU0060C,UNIVERSIDAD CUAUHTEMOC PLANTEL AGUASCALIENTES,01PSU0020Z,UNIVERSIDAD CUAUHTEMOC PLANTEL AGUASCALIENTES,2,PRIVADO,1,PRIVADO,CALLE ADOLFO L”PEZ MATEOS 102,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1920,905,1015,672,322,350,141,70,71,108,41,67,384,182,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,462,173,289,122,57,65,124,43,81,125,43,82,37,17,20
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0070J,CENTRO UNIVERSITARIO GALILEA,01PSU0022X,DIR. DE CIENCIAS HUMANISTICAS Y SOCIALES C. UNIVERSIDAD GALILEA,2,PRIVADO,1,PRIVADO,AVENIDA ESFUERZO NACIONAL 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,11,5,0,0,0,7,5,2,14,5,9,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,2,0,0,0,4,1,3
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0019M,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS AGUASCALIENTES,01PSU0023W,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS AGUASCALIENTES,2,PRIVADO,1,PRIVADO,AVENIDA DE LA CONVENCION DE 1914 PONIENTE 1204,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1838,897,941,668,319,349,238,118,120,71,43,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,236,90,146,126,44,82,79,27,52,0,0,0,127,67,60
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0012T,UNIVERSIDAD LA CONCORDIA CAMPUS FORUM INTERNACIONAL,01PSU0027S,UNIVERSIDAD LA CONCORDIA CAMPUS FORUM INTERNACIONAL,2,PRIVADO,1,PRIVADO,AVENIDA TECNOLOGICO 109,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,438,132,306,62,20,42,165,38,127,143,27,116,70,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,4,10,14,4,10,0,0,0,0,0,0,39,17,22
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0021A,COLEGIO LATINOAMERICANO DE EDUCACION AVANZADA,01PSU0028R,COLEGIO LATINOAMERICANO DE EDUCACION AVANZADA,2,PRIVADO,1,PRIVADO,AVENIDA REPUBLICA DEL SALVADOR 1619,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0024Y,UNIVERSIDAD DE DURANGO CAMPUS AGUASCALIENTES,01PSU0030F,UNIVERSIDAD DE DURANGO CAMPUS AGUASCALIENTES,2,PRIVADO,1,PRIVADO,AVENIDA INDEPENDENCIA 1861,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,180,148,144,78,66,14,7,7,0,0,0,118,75,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
