CVE_ENTIDAD,ENTIDAD,CVE_MUNICIPIO,MUNICIPIO,CVE_LOCALIDAD,LOCALIDAD,INSTITUCION,NOMBRE_INSTITUCION,ESCUELA,NOMBRE_ESCUELA,CV_CONTROL,CONTROL,CV_SUBCONTROL,C_SUBCONTROL,DOMICILIO,MODALIDAD,ESCUELAS_TEC_ESC,ALUMNOS_TEC_ESC,TEC_HOM_ESC,TEC_MUJ_ESC,NI_TEC_TOTAL_ESC,NI_TEC_HOM_ESC,NI_TEC_MUJ_ESC,EGRE_TEC_TOTAL_ESC,EGRE_TEC_HOM_ESC,EGRE_TEC_MUJ_ESC,TITU_TEC_TOTAL_ESC,TITU_TEC_HOM_ESC,TITU_TEC_MUJ_ESC,DOC_TEC_TOTAL_ESC,DOC_TEC_HOMBRES_ESC,DOC_TEC_MUJERES_ESC,ESC_LIC_ESC,ALUMNOS_LIC_ESC,LIC_HOM_ESC,LIC_MUJ_ESC,NI_LIC_TOTAL_ESC,NI_LIC_HOM_ESC,NI_LIC_MUJ_ESC,EGRE_LIC_TOTAL_ESC,EGRE_LIC_HOM_ESC,EGRE_LIC_MUJ_ESC,TITU_LIC_TOTAL_ESC,TITU_LIC_HOM_ESC,TITU_LIC_MUJ_ESC,DOC_LIC_TOTAL_ESC,DOC_LIC_HOMBRES_ESC,DOC_LIC_MUJERES_ESC,ESC_NORMAL_ESC,ALUMNOS_LIC_ESC_NORMAL,NORMAL_HOM_ESC,NORMAL_MUJ_ESC,NI_NORMAL_TOTAL_ESC,NI_NORMAL_HOM_ESC,NI_NORMAL_MUJ_ESC,EGRE_NORMAL_TOTAL_ESC,EGRE_NORMAL_HOM_ESC,EGRE_NORMAL_MUJ_ESC,TITU_NORMAL_TOTAL_ESC,TITU_NORMAL_HOM_ESC,TITU_NORMAL_MUJ_ESC,DOC_NORMAL_TOTAL_ESC,DOC_NORMAL_HOMBRES_ESC,DOC_NORMAL_MUJERES_ESC,ESC_POS_ESC,ALUM_POS_ESC,POS_HOMBRES_ESC,POS_MUJERES_ESC,NI_POS_TOTALES_ESC,NI_POS_HOMBRES_ESC,NI_POS_MUJERES_ESC,EGRE_POS_TOTAL_ESC,EGRE_POS_HOMBRES_ESC,EGRE_POS_MUJERES_ESC,TITU_POS_TOTAL_ESC,TITU_POS_HOMBRES_ESC,TITU_POS_MUJERES_ESC,DOC_POS_TOTAL_ESC,DOC_POS_HOMBRES_ESC,DOC_POS_MUJERES_ESC
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0050W,UNIVERSIDAD TECNOLOGICA DE AGUASCALIENTES,01EUT0001U,UNIVERSIDAD TECNOLOGICA DE AGUASCALIENTES,1,P⁄BLICO,2,ESTATAL,BOULEVARD JUAN PABLO II 1302,ESCOLARIZADA,1,2418,1271,1147,1100,573,527,945,554,391,0,0,0,0,0,0,1,1345,801,544,0,0,0,638,367,271,0,0,0,419,248,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,7,RINC”N DE ROMOS,1,RINC”N DE ROMOS,01MSU0006I,UNIVERSIDAD TECNOLOGICA DEL NORTE DE AGUASCALIENTES,01EUT0002T,UNIVERSIDAD TECNOLOGICA DEL NORTE DE AGUASCALIENTES,1,P⁄BLICO,2,ESTATAL,AVENIDA UNIVERSIDAD 1001,ESCOLARIZADA,1,1636,888,748,914,514,400,647,346,301,0,0,0,0,0,0,1,1120,622,498,0,0,0,518,288,230,0,0,0,170,96,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,3,CALVILLO,1,CALVILLO,01MSU0027V,UNIVERSIDAD TECNOLOGICA DE CALVILLO,01EUT0003S,UNIVERSIDAD TECNOLOGICA DE CALVILLO,1,P⁄BLICO,2,ESTATAL,CALLE CARRETERA CALVILLO-JALPA KILOMETRO 59 ENTRONQUE LOS TEPETATES 0,ESCOLARIZADA,1,240,105,135,145,65,80,133,48,85,0,0,0,0,0,0,1,145,36,109,89,23,66,15,8,7,0,0,0,44,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,10,EL LLANO,74,EL RETO—O,01MSU0031H,UNIVERSIDAD TECNOLOGICA EL RETO—O,01EUT0004R,UNIVERSIDAD TECNOLOGICA EL RETO—O,1,P⁄BLICO,2,ESTATAL,CALLE CARRETERA AGUASCALIENTES-SAN LUIS POTOSI KILOMETRO 68 0,ESCOLARIZADA,1,788,404,384,788,404,384,87,26,61,0,0,0,0,0,0,1,126,61,65,126,61,65,55,18,37,0,0,0,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0053T,UNIVERSIDAD TECNOL”GICA METROPOLITANA DE AGUASCALIENTES,01EUT0005Q,UNIVERSIDAD TECNOL”GICA METROPOLITANA DE AGUASCALIENTES,1,P⁄BLICO,2,ESTATAL,CALLE LA LUNA 6,ESCOLARIZADA,1,441,274,167,268,168,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0003L,INSTITUTO TECNOLOGICO DE ESTUDIOS SUPERIORES DE MONTERREY CAMPUS AGUASCALIENTES,01PSU0004H,INSTITUTO TECNOLOGICO DE ESTUDIOS SUPERIORES DE MONTERREY CAMPUS AGUASCALIENTES,2,PRIVADO,1,PRIVADO,CALLE CARRETERA LOS POCITOS JESUS MARIA KILOMETRO 1.5 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,278,222,139,79,60,84,38,46,84,38,46,88,54,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0008G,UNIVERSIDAD VILLASUNCION,01PSU0006F,UNIVERSIDAD VILLASUNCION,2,PRIVADO,1,PRIVADO,AVENIDA LAS AMERICAS 601,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,54,27,44,27,17,0,0,0,0,0,0,16,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0009F,UNIVERSIDAD DEL VALLE DE MEXICO,01PSU0007E,UNIVERSIDAD DEL VALLE DE MEXICO,2,PRIVADO,1,PRIVADO,BOULEVARD JUAN PABLO II 1144,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,529,253,276,97,54,43,61,27,34,0,0,0,69,39,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0010V,CENTRO DE ESTUDIOS SUPERIORES DEL ESTADO DE AGUASCALIENTES,01PSU0008D,CENTRO DE ESTUDIOS SUPERIORES DEL ESTADO DE AGUASCALIENTES,2,PRIVADO,1,PRIVADO,AVENIDA LAS AMERICAS 502,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0030I,UNIVERSIDAD PANAMERICANA CAMPUS BONATERRA,01PSU0011R,ESCUELA DE PEDAGOGIA DE LA UNIVERSIDAD BONATERRA,2,PRIVADO,1,PRIVADO,CALLE JOSE MARIA ESCRIVA DE BALAGUER 101,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,10,71,17,1,16,29,4,25,32,3,29,60,23,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,15,53,55,13,42,45,13,32,20,3,17,25,15,10
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0030I,UNIVERSIDAD PANAMERICANA CAMPUS BONATERRA,01PSU0012Q,ESCUELA DE DERECHO DE LA UNIVERSIDAD BONATERRA,2,PRIVADO,1,PRIVADO,CALLE JOSE MARIA ESCRIVA DE BALAGUER 101,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154,72,82,33,18,15,32,21,11,17,6,11,83,72,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109,60,49,41,21,20,69,35,34,9,5,4,4,3,1
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0030I,UNIVERSIDAD PANAMERICANA CAMPUS BONATERRA,01PSU0013P,ESCUELA DE INGENIERIA DE LA UNIVERSIDAD BONATERRA,2,PRIVADO,1,PRIVADO,CALLE JOSE MARIA ESCRIVA DE BALAGUER 101,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,493,326,167,133,87,46,71,48,23,61,42,19,93,68,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,32,5,8,7,1,16,13,3,9,8,1,14,9,5
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0030I,UNIVERSIDAD PANAMERICANA CAMPUS BONATERRA,01PSU0014O,ESCUELA DE CONTADURIA Y ADMINISTRACION DE LA U. BONATERRA,2,PRIVADO,1,PRIVADO,CALLE JOSE MARIA ESCRIVA DE BALAGUER 101,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,511,269,242,108,58,50,59,34,25,41,16,25,101,65,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,3,15,0,0,0,57,26,31,39,16,23,27,19,8
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0008G,UNIVERSIDAD VILLASUNCION,01PSU0015N,CIENCIAS BIOMEDICAS,2,PRIVADO,1,PRIVADO,AVENIDA LAS AMERICAS 601,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,312,62,250,119,26,93,36,10,26,35,7,28,31,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0008G,UNIVERSIDAD VILLASUNCION,01PSU0016M,CIENCIAS JURIDICAS,2,PRIVADO,1,PRIVADO,AVENIDA LAS AMERICAS 601,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,184,77,107,0,0,0,83,24,59,110,45,65,23,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0015Q,UNIVERSIDAD DE ESTUDIOS AVANZADOS CAMPUS AGUASCALIENTES,01PSU0017L,UNIVERSIDAD DE ESTUDIOS AVANZADOS CAMPUS AGUASCALIENTES,2,PRIVADO,1,PRIVADO,AVENIDA HEROE DE NACOZARI 402,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,834,288,546,232,83,149,197,71,126,197,71,126,101,51,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,14,18,20,9,11,16,6,10,16,6,10,10,6,4
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0016P,INSTITUTO DE PSICOTERAPIAS HUMANISTAS S.C.,01PSU0018K,INSTITUTO DE PSICOTERAPIAS HUMANISTAS S.C.,2,PRIVADO,1,PRIVADO,AVENIDA FRANCISCO I. MADERO 612,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0017O,INSTITUTO ESCADIA,01PSU0019J,INSTITUTO ESCADIA,2,PRIVADO,1,PRIVADO,AVENIDA AGUASCALIENTES NORTE 1698,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,82,51,31
1,AGUASCALIENTES,5,JES⁄S MARÕA,245,EL LLANO,01MSU0060C,UNIVERSIDAD CUAUHTEMOC PLANTEL AGUASCALIENTES,01PSU0020Z,UNIVERSIDAD CUAUHTEMOC PLANTEL AGUASCALIENTES,2,PRIVADO,1,PRIVADO,CALLE ADOLFO L”PEZ MATEOS 102,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2267,995,1272,705,294,411,262,109,153,114,56,58,176,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,438,155,283,166,52,114,274,85,189,100,26,74,125,58,67
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0070J,CENTRO UNIVERSITARIO GALILEA,01PSU0021Y,DIR. DE CIENCIAS ECONOMICO Y ADMINISTRATIVO C. UNIVERSIDAD GALILEA,2,PRIVADO,1,PRIVADO,AVENIDA ESFUERZO NACIONAL 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,7,8,15,7,8,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0070J,CENTRO UNIVERSITARIO GALILEA,01PSU0022X,DIR. DE CIENCIAS HUMANISTICAS Y SOCIALES C. UNIVERSIDAD GALILEA,2,PRIVADO,1,PRIVADO,AVENIDA ESFUERZO NACIONAL 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,22,17,30,17,13,6,4,2,0,0,0,13,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,12,6,18,12,6,0,0,0,0,0,0,4,2,2
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0019M,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS AGUASCALIENTES,01PSU0023W,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS AGUASCALIENTES,2,PRIVADO,1,PRIVADO,AVENIDA DE LA CONVENCION DE 1914 PONIENTE 1204,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1373,669,704,337,169,168,406,194,212,0,0,0,44,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,290,108,182,103,40,63,88,37,51,0,0,0,1,1,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0012T,UNIVERSIDAD LA CONCORDIA CAMPUS FORUM INTERNACIONAL,01PSU0027S,UNIVERSIDAD LA CONCORDIA CAMPUS FORUM INTERNACIONAL,2,PRIVADO,1,PRIVADO,AVENIDA TECNOLOGICO 109,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,726,229,497,234,79,155,128,41,87,60,19,41,70,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,4,0,0,0,0,0,0,0,0,0,39,17,22
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0021A,COLEGIO LATINOAMERICANO DE EDUCACION AVANZADA,01PSU0028R,COLEGIO LATINOAMERICANO DE EDUCACION AVANZADA,2,PRIVADO,1,PRIVADO,AVENIDA REPUBLICA DEL SALVADOR 1619,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0024Y,UNIVERSIDAD DE DURANGO CAMPUS AGUASCALIENTES,01PSU0030F,UNIVERSIDAD DE DURANGO CAMPUS AGUASCALIENTES,2,PRIVADO,1,PRIVADO,AVENIDA INDEPENDENCIA 1861,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,365,189,176,141,76,65,39,21,18,3,2,1,127,87,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
