CVE_ENTIDAD,ENTIDAD,CVE_MUNICIPIO,MUNICIPIO,CVE_LOCALIDAD,LOCALIDAD,INSTITUCION,NOMBRE_INSTITUCION,ESCUELA,NOMBRE_ESCUELA,CV_CONTROL,CONTROL,CV_SUBCONTROL,C_SUBCONTROL,DOMICILIO,MODALIDAD,ESCUELAS_TEC_ESC,ALUMNOS_TEC_ESC,TEC_HOM_ESC,TEC_MUJ_ESC,NI_TEC_TOTAL_ESC,NI_TEC_HOM_ESC,NI_TEC_MUJ_ESC,EGRE_TEC_TOTAL_ESC,EGRE_TEC_HOM_ESC,EGRE_TEC_MUJ_ESC,TITU_TEC_TOTAL_ESC,TITU_TEC_HOM_ESC,TITU_TEC_MUJ_ESC,DOC_TEC_TOTAL_ESC,DOC_TEC_HOMBRES_ESC,DOC_TEC_MUJERES_ESC,ESC_LIC_ESC,ALUMNOS_LIC_ESC,LIC_HOM_ESC,LIC_MUJ_ESC,NI_LIC_TOTAL_ESC,NI_LIC_HOM_ESC,NI_LIC_MUJ_ESC,EGRE_LIC_TOTAL_ESC,EGRE_LIC_HOM_ESC,EGRE_LIC_MUJ_ESC,TITU_LIC_TOTAL_ESC,TITU_LIC_HOM_ESC,TITU_LIC_MUJ_ESC,DOC_LIC_TOTAL_ESC,DOC_LIC_HOMBRES_ESC,DOC_LIC_MUJERES_ESC,ESC_NORMAL_ESC,ALUMNOS_LIC_ESC_NORMAL,NORMAL_HOM_ESC,NORMAL_MUJ_ESC,NI_NORMAL_TOTAL_ESC,NI_NORMAL_HOM_ESC,NI_NORMAL_MUJ_ESC,EGRE_NORMAL_TOTAL_ESC,EGRE_NORMAL_HOM_ESC,EGRE_NORMAL_MUJ_ESC,TITU_NORMAL_TOTAL_ESC,TITU_NORMAL_HOM_ESC,TITU_NORMAL_MUJ_ESC,DOC_NORMAL_TOTAL_ESC,DOC_NORMAL_HOMBRES_ESC,DOC_NORMAL_MUJERES_ESC,ESC_POS_ESC,ALUM_POS_ESC,POS_HOMBRES_ESC,POS_MUJERES_ESC,NI_POS_TOTALES_ESC,NI_POS_HOMBRES_ESC,NI_POS_MUJERES_ESC,EGRE_POS_TOTAL_ESC,EGRE_POS_HOMBRES_ESC,EGRE_POS_MUJERES_ESC,TITU_POS_TOTAL_ESC,TITU_POS_HOMBRES_ESC,TITU_POS_MUJERES_ESC,DOC_POS_TOTAL_ESC,DOC_POS_HOMBRES_ESC,DOC_POS_MUJERES_ESC
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0012T,UNIVERSIDAD LA CONCORDIA CAMPUS FORUM INTERNACIONAL,01PSU0027S,UNIVERSIDAD LA CONCORDIA CAMPUS FORUM INTERNACIONAL,2,PRIVADO,1,PRIVADO,AVENIDA TECNOLOGICO 109,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,824,250,574,449,140,309,26,3,23,7,1,6,56,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,5,1,0,1,7,3,4,2,1,1,25,13,12
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0012T,UNIVERSIDAD LA CONCORDIA CAMPUS FORUM INTERNACIONAL,01PSU0033C,UNIVERSIDAD LA CONCORDIA CAMPUS CENTRO,2,PRIVADO,1,PRIVADO,CALLE 5 DE MAYO 122,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,64,136,0,0,0,200,64,136,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0013S,INSTITUTO CULTURAL DE AGUASCALIENTES,01ESU0003C,INSTITUTO CULTURAL DE AGUASCALIENTES,1,P⁄BLICO,2,ESTATAL,AVENIDA MANUEL GOMEZ MORIN 0,ESCOLARIZADA,1,101,55,46,42,22,20,3,1,2,1,0,1,29,20,9,1,177,36,141,0,0,0,51,17,34,12,4,8,64,31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,4,0,0,0,13,6,7,2,0,2,5,4,1
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0015Q,UNIVERSIDAD DE ESTUDIOS AVANZADOS CAMPUS AGUASCALIENTES,01PSU0017L,UNIVERSIDAD DE ESTUDIOS AVANZADOS CAMPUS AGUASCALIENTES,2,PRIVADO,1,PRIVADO,AVENIDA HEROE DE NACOZARI 402,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,849,263,586,330,111,219,541,139,402,15,6,9,22,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,13,19,32,13,19,10,3,7,3,1,2,3,1,2
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0016P,INSTITUTO DE PSICOTERAPIAS HUMANISTAS S.C.,01PSU0018K,INSTITUTO DE PSICOTERAPIAS HUMANISTAS S.C.,2,PRIVADO,1,PRIVADO,AVENIDA FRANCISCO I. MADERO 612,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0017O,INSTITUTO ESCADIA,01PSU0019J,INSTITUTO ESCADIA,2,PRIVADO,1,PRIVADO,AVENIDA AGUASCALIENTES NORTE 1698,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0019M,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS AGUASCALIENTES,01PSU0023W,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO CAMPUS AGUASCALIENTES,2,PRIVADO,1,PRIVADO,AVENIDA DE LA CONVENCION DE 1914 PONIENTE 1204,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,417,188,229,192,98,94,272,130,142,0,0,0,77,44,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,25,37,27,12,15,98,39,59,0,0,0,38,24,14
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0021A,COLEGIO LATINOAMERICANO DE EDUCACION AVANZADA,01PSU0028R,COLEGIO LATINOAMERICANO DE EDUCACION AVANZADA,2,PRIVADO,1,PRIVADO,AVENIDA REPUBLICA DEL SALVADOR 1619,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,6,PABELL”N DE ARTEAGA,1,PABELL”N DE ARTEAGA,01MSU0022Z,INSTITUTO TECNOLOGICO DE PABELLON DE ARTEAGA,01DIT0001Z,INSTITUTO TECNOLOGICO DE PABELLON DE ARTEAGA,1,P⁄BLICO,1,FEDERAL,CALLE UNIDAD PRIMERA DEL DISTRITO DE RIEGO DEL MUNICIPIO DE PABELLON DE ARTEAGA 0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,709,401,308,208,116,92,93,58,35,151,88,63,29,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,1,0,1,3,2,1,2,2,0
1,AGUASCALIENTES,11,SAN FRANCISCO DE LOS ROMO,80,VI—EDOS RIVIER,01MSU0024Y,UNIVERSIDAD DE DURANGO CAMPUS AGUASCALIENTES,01PSU0030F,UNIVERSIDAD DE DURANGO CAMPUS AGUASCALIENTES,2,PRIVADO,1,PRIVADO,BOULEVARD CARRETERA FEDERAL 45  0,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,387,203,184,150,76,74,141,74,67,72,35,37,121,54,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0026W,UNIVERSIDAD DEL DESARROLLO PROFESIONAL,01PSU0032D,UNIVERSIDAD DEL DESARROLLO PROFESIONAL,2,PRIVADO,1,PRIVADO,BOULEVARD JOS… MARÕA CH¡VEZ 1123,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,23,67,0,0,0,45,26,19,3,0,3,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,3,CALVILLO,1,CALVILLO,01MSU0027V,UNIVERSIDAD TECNOLOGICA DE CALVILLO,01EUT0003S,UNIVERSIDAD TECNOLOGICA DE CALVILLO,1,P⁄BLICO,2,ESTATAL,CALLE CARRETERA CALVILLO-JALPA KILOMETRO 59 ENTRONQUE LOS TEPETATES 0,ESCOLARIZADA,1,249,114,135,151,72,79,85,33,52,32,12,20,34,17,17,1,108,23,85,31,8,23,57,14,43,18,5,13,17,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0028U,UNIVERSIDAD BRIT¡NICA DE M…XICO,01PSU0035A,UNIVERSIDAD BRIT¡NICA DE M…XICO,2,PRIVADO,1,PRIVADO,CALLE V¡ZQUEZ DEL MERCADO 101,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1928,698,1230,815,358,457,500,157,343,543,161,382,108,76,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0029T,INSTITUTO TECNOLOGICO DE AGUASCALIENTES,01DIT0015C,INSTITUTO TECNOLOGICO DE AGUASCALIENTES,1,P⁄BLICO,1,FEDERAL,AVENIDA LICENCIADO ADOLFO LOPEZ MATEOS 1801,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6145,3797,2348,1145,757,388,758,480,278,215,131,84,247,166,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,138,81,57,35,23,12,43,19,24,43,19,24,46,29,17
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0030I,UNIVERSIDAD PANAMERICANA CAMPUS BONATERRA,01PSU0011R,ESCUELA DE PEDAGOGIA DE LA UNIVERSIDAD BONATERRA,2,PRIVADO,1,PRIVADO,CALLE JOSE MARIA ESCRIVA DE BALAGUER 101,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,10,65,21,3,18,77,12,65,74,5,69,27,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133,17,116,38,2,36,68,23,45,11,2,9,5,3,2
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0030I,UNIVERSIDAD PANAMERICANA CAMPUS BONATERRA,01PSU0012Q,ESCUELA DE DERECHO DE LA UNIVERSIDAD BONATERRA,2,PRIVADO,1,PRIVADO,CALLE JOSE MARIA ESCRIVA DE BALAGUER 101,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115,44,71,31,11,20,89,41,48,69,28,41,36,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,30,22,12,9,3,21,11,10,2,0,2,1,1,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0030I,UNIVERSIDAD PANAMERICANA CAMPUS BONATERRA,01PSU0013P,ESCUELA DE INGENIERIA DE LA UNIVERSIDAD BONATERRA,2,PRIVADO,1,PRIVADO,CALLE JOSE MARIA ESCRIVA DE BALAGUER 101,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,555,373,182,121,87,34,182,109,73,235,140,95,84,65,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,119,56,115,80,35,157,113,44,39,27,12,24,19,5
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0030I,UNIVERSIDAD PANAMERICANA CAMPUS BONATERRA,01PSU0014O,ESCUELA DE CONTADURIA Y ADMINISTRACION DE LA U. BONATERRA,2,PRIVADO,1,PRIVADO,CALLE JOSE MARIA ESCRIVA DE BALAGUER 101,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,490,265,225,90,55,35,310,169,141,199,79,120,110,70,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,225,136,89,109,67,42,70,34,36,18,10,8,44,39,5
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0030I,UNIVERSIDAD PANAMERICANA CAMPUS BONATERRA,01PSU0034B,ESCUELA DE NEGOCIOS GASTRONOMICOS,2,PRIVADO,1,PRIVADO,CALLE JOSE MARIA ESCRIVA DE BALAGUER 101,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,27,62,21,6,15,61,13,48,52,17,35,16,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,4,7,0,0,0,18,6,12,0,0,0,5,3,2
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0030I,UNIVERSIDAD PANAMERICANA CAMPUS BONATERRA,01PSU0051S,UNIVERSIDAD PANAMERICANA SEDE SAN TELMO,2,PRIVADO,1,PRIVADO,BOULEVARD A ZACATECAS 845,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,26,33,32,12,20,25,6,19,10,3,7,24,17,7
1,AGUASCALIENTES,10,EL LLANO,74,EL RETO—O,01MSU0031H,UNIVERSIDAD TECNOLOGICA EL RETO—O,01EUT0004R,UNIVERSIDAD TECNOLOGICA EL RETO—O,1,P⁄BLICO,2,ESTATAL,CALLE CARRETERA AGUASCALIENTES-SAN LUIS POTOSI KILOMETRO 68 0,ESCOLARIZADA,1,842,448,394,445,242,203,0,0,0,0,0,0,78,47,31,1,138,58,80,0,0,0,120,58,62,0,0,0,46,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0032G,UNIVERSIDAD LAS AMERICAS DE CENTRO OCCIDENTE,01PSU0038Y,UNIVERSIDAD LAS AMERICAS DE CENTRO OCCIDENTE,2,PRIVADO,1,PRIVADO,AVENIDA JOSE F. ELIZONDO 105,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,9,11,20,9,11,11,5,6,3,1,2,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,17,27,17,5,12,25,16,9,14,7,7,1,0,1
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0032G,UNIVERSIDAD LAS AMERICAS DE CENTRO OCCIDENTE,01PSU0059K,UNIVERSIDAD LAS AM…RICAS DE CENTRO OCCIDENTE,2,PRIVADO,1,PRIVADO,AVENIDA ADOLFO LOPEZ MATEOS 414,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,13,12,0,0,0,29,12,17,4,1,3,25,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0032G,UNIVERSIDAD LAS AMERICAS DE CENTRO OCCIDENTE,01PSU0065V,UNIVERSIDAD LAS AMERICAS DE CENTRO OCCIDENTE CAMPUS CENTRO,2,PRIVADO,1,PRIVADO,AVENIDA ADOLFO LOPEZ MATEOS 414,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,10,5,15,10,5,9,3,6,0,0,0,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,7,RINC”N DE ROMOS,1,RINC”N DE ROMOS,01MSU0033F,INSTITUTO ALAMEDA A.C.,01PSU0036Z,INSTITUTO ALAMEDA A.C.,2,PRIVADO,1,PRIVADO,CALLE PRIMO VERDAD 410,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,187,46,141,92,17,75,44,9,35,22,3,19,17,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,14,30,33,13,20,31,11,20,29,10,19,5,3,2
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0034E,CENTRO UNIVERSITARIO INTERNACIONAL DE MEXICO CAMPUS AGUASCALIENTES,01PSU0037Z,CENTRO UNIVERSITARIO INTERNACIONAL DE MEXICO CAMPUS AGUASCALIENTES,2,PRIVADO,1,PRIVADO,AVENIDA ADOLFO LOPEZ MATEOS 433,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,26,2,28,26,2,13,13,0,11,11,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,01MSU0036C,TECNOLOGICO PROFESIONAL EN HOTELERIA Y RESTAURANTES HUGO ALBERTO MEDRANO PARADA,01PSU0040M,TECNOLOGICO PROFESIONAL EN HOTELERIA Y RESTAURANTES HUGO ALBERTO MEDRANO PARADA,2,PRIVADO,1,PRIVADO,BOULEVARD JOSE MARIA CHAVEZ 906,ESCOLARIZADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,21,29,21,12,9,22,8,14,0,0,0,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
